,image,missed_detections,false_positives,matches,image_with_boxes,human_boxes,model_boxes
48,558318.jpg,"   prediction_id  x_min  x_max  y_min  y_max  spore_type_id  \
7        1424265   3475   3683    377    478              3   
8        1424269   2398   2612    733    860              3   

   microscope_image_id  
7               558318  
8               558318  ","    x_center_normalised  y_center_normalised  width_normalised  \
8              0.031584             0.946713          0.063168   
21             0.236342             0.035617          0.035605   
22             0.010965             0.779104          0.021930   
23             0.196084             0.032115          0.050232   
24             0.036849             0.362769          0.053634   

    height_normalised  confidence       x_min        y_min        x_max  \
8            0.042038    0.805384    0.000000  2814.111538   256.211147   
21           0.071234    0.395582  886.397061     0.000000  1030.809227   
22           0.055359    0.330692    0.000000  2284.331847    88.947883   
23           0.064230    0.277759  693.445603     0.000000   897.188471   
24           0.075761    0.257804   40.692021   987.661735   258.230206   

          y_max  
8   2941.906223  
21   216.550915  
22  2452.621889  
23   195.257713  
24  1217.975100  ",20,output_images_run_5/558318.jpg,"[[3585, 2552, 3831, 2823], [2631, 2724, 2981, 2881], [1260, 2795, 1389, 3056], [1103, 1858, 1246, 2122], [1074, 1656, 1175, 1917], [945, 1353, 1400, 1538], [3719, 1292, 3874, 1524], [3475, 377, 3683, 478], [2398, 733, 2612, 860], [1678, 2792, 1868, 3064], [143, 2781, 373, 2913], [362, 2195, 457, 2481], [513, 1463, 887, 1656], [1630, 1191, 1879, 1367], [3066, 787, 3388, 874], [1663, 795, 1790, 1078], [1882, 2312, 2017, 2576], [197, 2503, 331, 2702], [777, 2484, 1018, 2671], [3862, 1477, 4070, 1594], [3175, 32, 3554, 136], [2508, 492, 2825, 613]]","[[786.6683667004108, 2480.7834002375603, 1010.6750783622263, 2660.6708577275276], [1615.6075672656298, 1186.712682843208, 1867.265035673976, 1360.0205534696577], [3176.841255605221, 26.94845825433745, 3523.712608873844, 137.4615541100501], [2635.7710796892643, 2724.2649596929555, 2998.8936332166195, 2892.457833886147], [511.43635153770424, 1458.004059791565, 887.5416791439054, 1651.2212324142456], [949.5083874464036, 1373.3836883306503, 1383.2127910852432, 1540.497346520424], [1675.7836158424614, 2787.641278505325, 1866.336479410529, 3031.3783442974086], [3582.9427702724934, 2553.393501639366, 3832.348050802946, 2823.2414203882217], [0.0, 2814.1115379333496, 256.21114736795414, 2941.906223297119], [1879.3083668947222, 2279.632949233055, 2015.402857661247, 2579.4881826639175], [1655.0122954398394, 789.1003954410553, 1788.5473258942366, 1061.968320608139], [3053.5769906044006, 783.2972481846808, 3374.537190914154, 875.7163187861441], [1072.5847925841808, 1645.2540045976639, 1178.313677340746, 1904.5276993513107], [1103.190477848053, 1864.8409056663513, 1249.8807907104488, 2112.7691292762756], [1253.9365533962846, 2794.9001771211624, 1377.8279119357467, 3032.8655165433884], [3707.799258291721, 1294.2237222194672, 3886.220164239406, 1537.6557409763336], [148.37283191084853, 2773.6515322327614, 369.7468159496782, 2913.537035882473], [191.28342886269084, 2506.0575538873672, 329.84753720462277, 2700.040220618248], [3859.126051694155, 1479.2414987087252, 4056.0, 1605.8141386508942], [2492.0208273231983, 495.1705557107926, 2804.20856282115, 609.7241204977034], [355.23056566715223, 2207.5968891382217, 454.73697209358187, 2467.146458029747], [886.3970606178044, 0.0, 1030.8092270046468, 216.55091524124146], [0.0, 2284.331846833229, 88.94788281619495, 2452.6218885183334], [693.4456029832363, 0.0, 897.1884712278841, 195.2577126026151], [40.692020773887464, 987.6617348194122, 258.2302064895628, 1217.9751002788544]]"
49,1558503.jpg,"Empty DataFrame
Columns: [prediction_id, x_min, x_max, y_min, y_max, spore_type_id, microscope_image_id]
Index: []","    x_center_normalised  y_center_normalised  width_normalised  \
15             0.595507             0.857988          0.021207   
17             0.453305             0.362550          0.038392   

    height_normalised  confidence        x_min        y_min        x_max  \
15           0.066323    0.400178  2372.367720  2507.473085  2458.382372   
17           0.087392    0.354360  1760.746522   969.316943  1916.463446   

          y_max  
15  2709.095404  
17  1234.987543  ",16,output_images_run_5/1558503.jpg,"[[692, 1920, 1024, 2152], [3311, 1526, 3617, 1747], [1058, 2077, 1189, 2321], [962, 230, 1184, 477], [2977, 1795, 3108, 2112], [1625, 2161, 1899, 2378], [3493, 2673, 3756, 2802], [2158, 2727, 2403, 3008], [1955, 2625, 2079, 2972], [1459, 225, 1608, 492], [1469, 1601, 1703, 1732], [489, 1230, 777, 1351], [1014, 1107, 1245, 1341], [780, 991, 973, 1169], [142, 1521, 242, 1868], [1506, 2088, 1765, 2182]]","[[132.75918493419854, 1543.058061003685, 250.6583683714267, 1872.82113134861], [686.0934119224548, 1912.599441409111, 1028.8253509998322, 2143.2425194978714], [3486.719733595848, 2658.809658586979, 3774.9875732660294, 2795.3584894537926], [2162.6961413025856, 2722.8308445215225, 2358.3233365416527, 3008.7737315893173], [1943.92176425457, 2654.160698056221, 2080.7478100061417, 2975.331851840019], [1052.6999892666936, 2080.5865651369095, 1168.338659338653, 2324.0951174497604], [1491.6773765981197, 2093.5399770736694, 1761.83557382226, 2194.8654222488403], [1456.292030543089, 1593.6390009522438, 1695.480381757021, 1741.908904016018], [954.7135093510152, 243.30470442771903, 1186.6294037997723, 444.08558487892145], [3308.755747318268, 1521.6164231300354, 3606.1485629081726, 1736.8461775779724], [989.0638356506824, 1094.699903726578, 1274.3641452491283, 1359.1131246089933], [1628.8751228749752, 2131.5234518051147, 1889.9722887575626, 2369.0508127212524], [2962.5235942974687, 1789.561750292778, 3083.542886339128, 2123.82007420063], [475.5003296434878, 1235.4314044117925, 775.8050108849999, 1360.3036019206045], [769.1286575049162, 999.0001958608627, 955.7860089093442, 1174.0467077493668], [2372.3677198067307, 2507.473084926605, 2458.3823717460036, 2709.095404148102], [1457.564394682646, 211.62573516368866, 1560.681584626436, 505.51859915256495], [1760.7465215027332, 969.316942691803, 1916.4634456336498, 1234.987542629242]]"
50,557713.jpg,"    prediction_id  x_min  x_max  y_min  y_max  spore_type_id  \
13        1429544   3082   3248   1012   1093              3   

    microscope_image_id  
13               557713  ","    x_center_normalised  y_center_normalised  width_normalised  \
11             0.026086             0.896297          0.052032   

    height_normalised  confidence     x_min        y_min       x_max  \
11            0.03621    0.730961  0.283444  2669.704711  211.323308   

          y_max  
11  2779.783815  ",13,output_images_run_5/557713.jpg,"[[3000, 84, 3240, 176], [2948, 796, 3356, 940], [1872, 2296, 1976, 2652], [1980, 2172, 2132, 2428], [1604, 696, 1916, 844], [2772, 1000, 2988, 1112], [3080, 1956, 3264, 2252], [616, 2208, 880, 2352], [2172, 2528, 2296, 2852], [2168, 2356, 2396, 2816], [2872, 2448, 3056, 2732], [3593, 297, 3942, 434], [2976, 998, 3113, 1083], [3082, 1012, 3248, 1093]]","[[2870.1196634173393, 2447.3323529958725, 3052.6882637143135, 2729.1888147592545], [619.3626361191273, 2207.9861706495285, 892.8668029010296, 2352.2986727952957], [3076.3622025847435, 1966.1671096086502, 3266.80311781168, 2261.019417643547], [3612.3783090412617, 301.1778154969216, 3919.8873321712017, 421.6935119032858], [2172.220838829875, 2368.185569047928, 2403.0304104834795, 2772.9512298107147], [1976.7587934583428, 2166.9646602869034, 2133.851568594575, 2432.7300494909286], [2946.9628995358944, 793.7400016188622, 3319.163346916437, 952.2535553574562], [2172.1866454035044, 2531.758831143379, 2303.5233241170645, 2856.513721346855], [1868.41947555542, 2288.8358771800995, 1975.4515786170955, 2669.9025452136993], [1608.922012031078, 695.4122528433801, 1914.2291477322576, 841.3636127114296], [2997.690585181117, 85.07544770836807, 3251.027263596654, 177.0126162469384], [0.2834443151950977, 2669.704710841179, 211.3233076035973, 2779.783814549446], [2774.526190727949, 1004.4999778270721, 2982.4590606987476, 1113.527384996414], [2964.808831036091, 996.3785988092424, 3107.3339826464653, 1081.2825340032575]]"
51,485590.jpg,"Empty DataFrame
Columns: [prediction_id, x_min, x_max, y_min, y_max, spore_type_id, microscope_image_id]
Index: []","    x_center_normalised  y_center_normalised  width_normalised  \
0              0.874025             0.499293          0.068200   
13             0.777551             0.438082          0.079464   
14             0.030146             0.875985          0.060263   
16             0.014647             0.740203          0.029202   
17             0.972080             0.942966          0.050776   
18             0.606378             0.623420          0.063460   

    height_normalised  confidence        x_min        y_min        x_max  \
0            0.084433    0.857628  3406.735885  1389.513583  3683.356745   
13           0.033923    0.662087  2992.593521  1280.205290  3314.897736   
14           0.068096    0.657055     0.057221  2559.488316   244.483195   
16           0.092761    0.544605     0.185242  2109.220659   118.628544   
17           0.087695    0.509100  3839.781729  2733.321661  4045.728268   
18           0.047902    0.276489  2330.773785  1822.385105  2588.168572   

          y_max  
0   1646.188760  
13  1383.331516  
14  2766.500282  
16  2391.214083  
17  2999.912974  
18  1968.006321  ",13,output_images_run_5/485590.jpg,"[[2208, 1944, 2472, 2056], [3240, 724, 3500, 844], [996, 2680, 1184, 2868], [2892, 1412, 3140, 1520], [1388, 1332, 1688, 1476], [1232, 412, 1496, 568], [2060, 2660, 2276, 2768], [2000, 496, 2228, 616], [1408, 2124, 1676, 2252], [2620, 1076, 2992, 1260], [168, 2312, 456, 2612], [404, 2552, 600, 2832], [2588, 2436, 2936, 2660]]","[[3406.7358849048615, 1389.513582587242, 3683.356745481491, 1646.1887603998182], [403.2959614098072, 2554.967116713524, 601.5651616752144, 2840.106526017189], [160.59691384434686, 2302.971957921982, 461.7290064990517, 2605.6619226932526], [1394.856521576643, 1335.1958560943604, 1690.2261681854725, 1474.5232582092283], [2615.700112581253, 1084.5983803272247, 2964.3614909648895, 1252.197626829147], [1408.9504082500937, 2124.5317581295967, 1682.5688049495218, 2248.769309222698], [1235.0857499241827, 407.8305420279501, 1504.9546553492544, 570.3155961632725], [2588.370771020651, 2429.383252263069, 2929.9723476469517, 2650.434290766716], [2894.3183346390724, 1411.811840236187, 3143.046364724636, 1520.22615224123], [3234.441464871168, 721.4597713947297, 3501.7651887238026, 840.9963977336882], [996.5763565599916, 2675.150835514069, 1193.6228736340997, 2871.953828334809], [2060.5363748520613, 2654.193404316902, 2278.027584269643, 2775.919968485832], [1998.1627451330423, 495.12096971273417, 2233.8823598474264, 608.4565773606298], [2992.593520849943, 1280.2052900195122, 3314.897735863924, 1383.3315160870552], [0.057220727205374994, 2559.4883155822754, 244.48319497704483, 2766.5002822875977], [2210.070294946432, 1942.6722818613052, 2463.0961803495884, 2060.2844709157944], [0.18524209409924725, 2109.2206585407257, 118.62854372709953, 2391.2140834331512], [3839.781728893518, 2733.3216607570653, 4045.7282675206657, 2999.9129736423497], [2330.773785084486, 1822.3851045966148, 2588.1685719788074, 1968.006321489811]]"
52,557523.jpg,"    prediction_id  x_min  x_max  y_min  y_max  spore_type_id  \
10        1429643    639    910    608    727              3   
12        1429645    386    675   1660   1773              3   
13        1429638   2221   2447   3010   3230              3   

    microscope_image_id  
10               557523  
12               557523  
13               557523  ","    x_center_normalised  y_center_normalised  width_normalised  \
7              0.271292             0.682842          0.063333   
10             0.730405             0.478002          0.063420   
12             0.420725             0.061652          0.076300   
13             0.011137             0.142691          0.022274   
14             0.990420             0.130011          0.019161   
15             0.015029             0.979370          0.029948   

    height_normalised  confidence        x_min        y_min        x_max  \
7            0.124729    0.794831   971.922775  1886.251230  1228.801322   
10           0.051254    0.730922  2833.906846  1375.220075  3091.138779   
12           0.048300    0.508366  1551.725914   114.005995  1861.199299   
13           0.097872    0.468672     0.000000   285.015379    90.343037   
14           0.036833    0.458497  3978.283241   339.249268  4056.000000   
15           0.041261    0.433570     0.223700  2914.567696   121.692486   

          y_max  
7   2265.426779  
10  1531.031976  
12   260.839303  
13   582.545456  
14   451.220284  
15  3040.000000  ",11,output_images_run_5/557523.jpg,"[[3060, 2000, 3512, 2112], [3068, 1000, 3388, 1128], [1928, 2248, 2228, 2564], [808, 1120, 1004, 1344], [1324, 1832, 1620, 2012], [28, 1284, 228, 1432], [2688, 2832, 2824, 3036], [868, 12, 1060, 296], [668, 868, 916, 1228], [316, 840, 592, 1076], [639, 608, 910, 727], [478, 1220, 639, 1402], [386, 1660, 675, 1773], [2221, 3010, 2447, 3230]]","[[1931.7486476004124, 2246.7119574546814, 2223.586655706167, 2562.816698551178], [1320.5913459062576, 1832.1036091446877, 1633.1719053983688, 2017.6273021101952], [324.0345111787317, 841.7199784517288, 588.7968255579467, 1076.7156618833542], [879.9456540495156, 3.108159303665119, 1064.8483069986103, 292.2261810302734], [658.7835468649865, 861.5352952480315, 933.7726119160651, 1237.2035276889799], [3070.79627430439, 1003.8981056213379, 3396.2489136457443, 1127.309064865112], [806.1566101312636, 1107.3545199632645, 1007.2231439352034, 1348.5444611310957], [971.9227752685547, 1886.2512302398682, 1228.8013215064998, 2265.426778793335], [2690.5684554576874, 2831.9505947828293, 2834.2010328769684, 3031.0338526964188], [19.26170253753652, 1285.2887240052225, 229.20991462469084, 1432.7640733122823], [2833.906845510006, 1375.2200746536253, 3091.1387792229652, 1531.0319757461546], [3062.1777176856995, 1997.660650908947, 3507.906482219696, 2114.3574383854866], [1551.7259137630463, 114.00599539279938, 1861.199298620224, 260.83930313587166], [0.0, 285.0153791904449, 90.3430365622041, 582.5454556941985], [3978.283241204918, 339.2492675781251, 4056.0, 451.2202835083006], [0.22370025515545078, 2914.567696452141, 121.69248551130244, 3040.0], [482.101111471653, 1230.6258660554886, 635.589796721935, 1405.4293459653854]]"
53,557559.jpg,"Empty DataFrame
Columns: [prediction_id, x_min, x_max, y_min, y_max, spore_type_id, microscope_image_id]
Index: []","   x_center_normalised  y_center_normalised  width_normalised  \
6             0.962175             0.049559           0.07525   

   height_normalised  confidence        x_min     y_min        x_max  \
6           0.096361    0.802086  3749.974561  4.192483  4055.186716   

        y_max  
6  297.128553  ",16,output_images_run_5/557559.jpg,"[[3128, 2844, 3356, 3028], [2476, 1252, 2752, 1400], [2108, 1176, 2300, 1396], [1664, 1744, 1844, 2032], [504, 2600, 704, 2752], [708, 2636, 932, 2868], [1644, 328, 1916, 476], [1512, 1684, 1776, 1804], [3100, 892, 3324, 1024], [2808, 932, 3112, 1124], [248, 120, 620, 452], [604, 2512, 824, 2660], [2316, 128, 2652, 264], [2028, 1636, 2252, 1832], [3564, 335, 3793, 441], [809, 2082, 1086, 2201]]","[[705.9770404547453, 2636.89959526062, 935.2508543282743, 2866.9425678253174], [2313.202519118786, 127.63316422700886, 2660.618549644947, 268.4488937258719], [1645.3397789597511, 328.4589025378227, 1924.7534703612328, 482.039020359516], [2024.5971496850252, 1636.433857679367, 2262.9856950491667, 1827.8498756885529], [2466.502528578043, 1254.2742705345154, 2758.2786470353603, 1400.9567761421201], [600.984712019563, 2505.901174247265, 831.0984784215686, 2661.985903084278], [3749.9745605885983, 4.192482829093786, 4055.1867162287235, 297.12855279445614], [501.96905605494965, 2602.469217479229, 706.2068148404359, 2749.1237619519234], [3093.15602517128, 895.1316463947295, 3316.602073431015, 1027.8709113597868], [2106.0567854493856, 1166.391698718071, 2295.6534720808268, 1397.9565316438673], [1512.4737641215327, 1683.743197619915, 1796.590706169605, 1802.4205711483955], [2807.656206071377, 937.171280682087, 3107.1945496201515, 1123.798243701458], [1668.5296609997752, 1746.2088769674301, 1844.6981222033498, 2026.095352768898], [804.1861440539359, 2084.405938386917, 1087.8016832470892, 2201.750429868698], [3124.123997569084, 2841.008739769459, 3343.84421646595, 3018.2336041331296], [258.37346228957153, 143.44798326492298, 623.8591850101944, 452.93242454528774], [3563.4693797528744, 341.82907581329323, 3790.4273935854435, 445.08872032165505]]"
54,485510.jpg,"Empty DataFrame
Columns: [prediction_id, x_min, x_max, y_min, y_max, spore_type_id, microscope_image_id]
Index: []","    x_center_normalised  y_center_normalised  width_normalised  \
12             0.982948             0.703808          0.034103   
15             0.981527             0.391690          0.036946   
17             0.024733             0.884084          0.049466   

    height_normalised  confidence        x_min        y_min        x_max  \
12           0.052763    0.715297  3917.676817  2059.375553  4055.999819   
15           0.054965    0.517815  3906.145541  1107.190190  4056.000000   
17           0.051504    0.261231     0.000000  2609.329905   200.634772   

          y_max  
12  2219.774971  
15  1274.284925  
17  2765.902906  ",15,output_images_run_5/485510.jpg,"[[2100, 1132, 2356, 1276], [704, 660, 908, 956], [1460, 2112, 1840, 2240], [3080, 2212, 3488, 2408], [280, 2384, 436, 2560], [1112, 1812, 1380, 1928], [2220, 508, 2492, 724], [484, 2292, 784, 2456], [2956, 1140, 3340, 1284], [2876, 1300, 3228, 1412], [1120, 1876, 1352, 2228], [2516, 100, 2876, 256], [12, 1716, 512, 1960], [2072, 1688, 2556, 2016], [344, 88, 700, 284]]","[[346.32131204009056, 83.06240737438188, 700.7240130007267, 290.43190062046017], [1113.4112601578236, 1874.7622501850128, 1362.8416833579536, 2231.787279844284], [486.8344305753707, 2293.7169298529625, 776.2025038003918, 2450.807262957096], [1458.0087883472443, 2106.8689334392548, 1835.4851167201996, 2239.6057522296906], [2515.887854039669, 89.16473537683483, 2874.741139948368, 254.09195512533168], [2078.511578053236, 1677.3376232385635, 2543.5838494598866, 2022.9113620519638], [2224.958653718233, 503.32818567752855, 2484.489660948515, 723.2455581426619], [1114.3370664417744, 1808.0909511446953, 1386.2331902682777, 1932.6250103116035], [711.5869986265898, 653.2584750652312, 921.1560912877321, 960.9014904499053], [2869.666762948036, 1298.1341361999512, 3224.7036212682724, 1415.793685913086], [2964.136143743992, 1138.0323016643524, 3332.7076758742332, 1290.3608047962189], [41.830255419016, 1716.647185087204, 517.8072532117366, 1968.538075685501], [3917.676817059517, 2059.3755528330803, 4055.9998186826706, 2219.774971306324], [3076.206541657448, 2212.0865029096603, 3595.029035925865, 2434.907801747322], [2105.7537966370583, 1127.6331943273544, 2359.2855271697044, 1272.527614235878], [3906.1455410867934, 1107.1901902556422, 4056.0, 1274.2849245667455], [280.9279253035784, 2380.200963616371, 444.6855930536984, 2555.5698722600937], [0.0, 2609.3299049139023, 200.63477191328974, 2765.902906060219]]"
55,563297.jpg,"   prediction_id  x_min  x_max  y_min  y_max  spore_type_id  \
4        1429104   3831   4084   3029   3217              3   

   microscope_image_id  
4               563297  ","    x_center_normalised  y_center_normalised  width_normalised  \
6              0.912223             0.519381          0.058500   
8              0.855537             0.535855          0.028218   
10             0.303584             0.028477          0.025349   
11             0.902679             0.499933          0.062614   
13             0.014308             0.984788          0.028596   
14             0.039912             0.954648          0.050286   

    height_normalised  confidence        x_min        y_min        x_max  \
6            0.060491    0.683312  3581.338225  1486.971722  3818.614600   
8            0.069067    0.679873  3412.830535  1524.017060  3527.282687   
10           0.056936    0.606870  1179.929989     0.026659  1282.746396   
11           0.052164    0.603315  3534.284799  1440.508685  3788.247461   
13           0.030425    0.424556     0.041892  2947.507977   116.027346   
14           0.047191    0.382122    59.904654  2830.399329   263.862792   

          y_max  
6   1670.864677  
8   1733.982036  
10   173.112664  
11  1599.086700  
13  3040.000000  
14  2973.858807  ",13,output_images_run_5/563297.jpg,"[[2088, 769, 2359, 988], [1043, 279, 1165, 556], [1530, 1815, 1653, 2075], [800, 1942, 1090, 2062], [3831, 3029, 4084, 3217], [2374, 973, 2520, 1390], [3240, 2046, 3360, 2312], [717, 2828, 923, 3042], [2390, 1348, 2494, 1653], [618, 1947, 923, 2075], [1267, 2312, 1384, 2521], [824, 1936, 1080, 2064], [608, 1956, 872, 2076], [1536, 1816, 1652, 2064]]","[[822.7129070162773, 1939.8721480369568, 1078.9988477826118, 2065.0959038734436], [1526.232708580792, 1812.087258696556, 1652.6091722175474, 2070.9717851877213], [2355.409438624978, 980.4276943206787, 2516.0205254405737, 1394.0566158294678], [732.9731207638976, 2854.153638482094, 933.2558953016993, 3024.6287482976913], [2381.9394805133343, 1350.1968407630918, 2497.6076977550983, 1644.1167712211607], [3241.1306880041957, 2044.1076689958572, 3363.569165892899, 2298.360726237297], [3581.338225230575, 1486.9717219471931, 3818.6146003156905, 1670.864677131176], [1056.1694321483374, 288.0270957946778, 1164.2084961086507, 547.5387716293334], [3412.830534517765, 1524.0170603990555, 3527.282686650753, 1733.9820355176926], [620.164829313755, 1955.067462027073, 904.4912533164022, 2069.9269685149193], [1179.929989121854, 0.026658773422304494, 1282.746396280825, 173.1126636266707], [3534.2847992777824, 1440.5086848139765, 3788.2474606633186, 1599.086699783802], [2087.3212129175663, 772.9812824726105, 2370.6800974309444, 1000.9878146648407], [0.04189185798133706, 2947.5079773366447, 116.02734643220859, 3040.0], [59.9046543091533, 2830.3993293642993, 263.8627915531391, 2973.8588073849673], [1279.948700107634, 2332.3879891633987, 1377.6851547583938, 2522.6565474271774]]"
56,563422.jpg,"   prediction_id  x_min  x_max  y_min  y_max  spore_type_id  \
0        1429191    904   1151   3013   3097              3   
9        1429202   1094   1433    292    493              3   

   microscope_image_id  
0               563422  
9               563422  ","Empty DataFrame
Columns: [x_center_normalised, y_center_normalised, width_normalised, height_normalised, confidence, x_min, y_min, x_max, y_max]
Index: []",12,output_images_run_5/563422.jpg,"[[904, 3013, 1151, 3097], [3690, 2070, 3982, 2169], [2400, 1160, 2616, 1257], [646, 373, 883, 676], [1428, 1484, 1620, 1640], [1579, 1609, 1766, 1715], [878, 2500, 1068, 2594], [1480, 1259, 1688, 1426], [1183, 128, 1336, 438], [1094, 292, 1433, 493], [1029, 908, 1326, 1072], [3601, 6, 3857, 128], [652, 384, 876, 668], [1032, 912, 1312, 1076]]","[[1029.393977254629, 910.3555330634117, 1303.426321417093, 1074.5595231652258], [1424.0697955191138, 1483.0983573198318, 1609.740946859121, 1655.8267563581467], [655.2570683509114, 380.39061784744246, 884.5415497273204, 674.9197363853453], [3606.8787504583597, 1.9511130452154273, 3831.545260772109, 127.54341453313806], [1175.7600947320461, 128.3871805667878, 1328.8590988218784, 437.49663233757], [1582.6694460958245, 1611.8409183621407, 1753.068495646119, 1717.8477641940117], [3688.5046164393425, 2068.6929696798325, 3958.064919769764, 2169.6426779031754], [1469.5206558108332, 1265.558400452137, 1683.8376787304876, 1426.8733450770376], [2405.6941282600164, 1169.8506292700765, 2588.0012538582087, 1253.4643998742101], [887.5402814894915, 2503.946004062891, 1057.9793115109205, 2585.7631443440914]]"
57,557733.jpg,"    prediction_id  x_min  x_max  y_min  y_max  spore_type_id  \
0         1426797   1668   1804   2660   2892              3   
13        1429551   3604   3899   2923   3060              3   
14        1429552    944   1142   1625   1738              3   

    microscope_image_id  
0                557733  
13               557733  
14               557733  ","    x_center_normalised  y_center_normalised  width_normalised  \
8              0.025178             0.537147          0.050190   
14             0.229698             0.057941          0.052494   
15             0.552260             0.296667          0.097020   

    height_normalised  confidence        x_min        y_min        x_max  \
8            0.047525    0.770322     0.336366  1560.689459   203.906892   
14           0.048180    0.326966   825.198571   102.907577  1038.114162   
15           0.070189    0.252935  2043.210560   795.181506  2436.724345   

          y_max  
8   1705.165662  
14   249.374321  
15  1008.555905  ",13,output_images_run_5/557733.jpg,"[[1668, 2660, 1804, 2892], [2444, 776, 2624, 1064], [2076, 1424, 2528, 1532], [3084, 892, 3360, 1020], [2336, 1752, 2540, 2132], [880, 2112, 1236, 2240], [1516, 2720, 1616, 2968], [3164, 60, 3392, 184], [1436, 2072, 1716, 2200], [576, 2076, 776, 2328], [2604, 1052, 2900, 1232], [1369, 2002, 1583, 2113], [786, 1321, 1024, 1427], [3604, 2923, 3899, 3060], [944, 1625, 1142, 1738], [2042, 314, 2213, 498]]","[[2604.6619366407394, 1052.6936268806458, 2900.8279591798782, 1230.316436290741], [883.0007226169112, 2113.7235394120216, 1230.4758928120134, 2242.9112872481346], [2334.8721762299538, 1754.19881939888, 2539.4351729750633, 2122.7263057231903], [574.6620820462701, 2065.653337240219, 788.6416431963439, 2338.2158529758453], [3081.539718925953, 894.7974944114685, 3353.2653138041496, 1019.475481510162], [2453.402714163065, 776.954391002655, 2610.3082338273525, 1058.5870957374573], [1427.6843715906143, 2067.0873335003853, 1714.814505457878, 2200.8629724383354], [2076.5203964710236, 1429.514828622341, 2494.818750143051, 1536.3012114167211], [0.3363663107154361, 1560.6894591450691, 203.9068924337622, 1705.1656624674797], [1509.5216233581305, 2714.7994983196263, 1623.9723098427053, 2970.552445650101], [1354.5042894780636, 1999.2050138115883, 1573.2068044245239, 2113.7429842352867], [789.9313080310819, 1326.7024660110471, 1040.336825609207, 1430.9095048904417], [3158.7206434607506, 64.26018059253687, 3393.845884859562, 179.30322945117928], [2030.8903644382954, 310.37346720695507, 2205.99083635211, 494.1695606708525], [825.198571175337, 102.90757656097402, 1038.114162236452, 249.3743205070493], [2043.2105596661568, 795.1815062761306, 2436.7243453860283, 1008.5559052228926]]"
58,584366.jpg,"    prediction_id  x_min  x_max  y_min  y_max  spore_type_id  \
0         1445537   2284   2496   1272   1472              3   
12        1450605     21    192   3033   3192              3   

    microscope_image_id  
0                584366  
12               584366  ","Empty DataFrame
Columns: [x_center_normalised, y_center_normalised, width_normalised, height_normalised, confidence, x_min, y_min, x_max, y_max]
Index: []",11,output_images_run_5/584366.jpg,"[[2284, 1272, 2496, 1472], [2032, 2224, 2288, 2320], [52, 1080, 296, 1356], [1716, 2724, 1940, 2876], [2932, 1028, 3096, 1332], [144, 2308, 272, 2496], [3276, 2288, 3512, 2488], [1448, 1920, 1692, 2020], [2760, 2224, 3280, 2372], [192, 564, 348, 804], [2276, 2056, 2460, 2224], [864, 1176, 1116, 1376], [21, 3033, 192, 3192]]","[[56.214045837521596, 1079.0318948030472, 301.0640457719564, 1359.6909540891645], [2756.859551846981, 2226.657640337944, 3281.404481470585, 2378.9999371767044], [857.4468101263044, 1174.424619078636, 1119.9337431192394, 1377.8369718790052], [2933.770091995597, 1030.9759336709976, 3099.6636476665735, 1333.543204665184], [2034.083196401596, 2220.9010326862335, 2301.433664560318, 2322.3812663555145], [1457.0341397076845, 1923.488499969244, 1696.8446964472532, 2016.1050821840763], [3279.4114036113024, 2294.2104852199554, 3523.9382658451796, 2487.5691282749176], [2276.3077138513327, 2052.7376767992973, 2457.140729561448, 2219.210584461689], [1713.3829295933247, 2716.9597932696342, 2030.9896356761456, 2875.024745762348], [137.9984436035153, 2308.376622200012, 286.09142732620205, 2494.891276359558], [195.1319042891261, 560.4256385564803, 356.15799625217886, 801.2829452753066]]"
